id	name	age	country	hometown	height	arm_span	gender
11289	Diego Alonso Cardenas Martinez		COL	Ibague			1
11290	Daehyeon JO		KOR	Bucheon-si, Gyeonggi-do, Korea			0
11291	Theocharis Papadimitriou		GRE	Agia Paraskevi			1
11292	Chanwoo Shin		KOR	Namyangju-si, Gyeonggi-do, Korea			0
11293	Andrew Mawhinney		IRL	Dublin			1
11294	Satrio Argo		INA	Jakarta			0
11295	Adam Ceska		CZE	Ostrava			1
11296	Kent Chevallier		NZL	Christchurch			1
11297	Abimanyu Gusti		INA	Jakarta			0
11298	Matias JARAMILLO BETANCUR		COL	Medellin			1
11299	Oliver Strange		RSA	Pretoria			1
11300	Andrei Iurchuk		RUS	Miass			1
11301	Denis Saburov		KAZ	Karaganda			1
11302	Sandro Liparteliani		GEO	Lentekhi			1
11303	Eric Brem		USA	Carrollton			1
11304	Matthew Nunes		USA	Blowing Rock			1
11305	Liam Foxcroft		RSA	Cape Town			1
11306	Saleh Sarcheshmehpour		IRI	Tehran			1
11307	Etienne Simard		CAN	Montreal, QC			1
11308	Dmytro Byelik		UKR	Kharkov			1
11309	Nurhak Tekin		TUR	ERZURUM			0
11310	Oliver MacGibbon		AUS	Primrose Valley			1
11311	Nico Alaves		CAN	Guelph, ON			1
11312	Joseph Witwicki		CAN	Coquitlam, BC			1
11313	Mirac Gulrenk		TUR	ERZURUM			0
11314	Hyeonseung Kim		KOR	Daegu, Korea			0
11315	Pedro Mauricio TORRES AJIACO		COL	Bogota			1
11316	Mustafa Onur Catak		TUR	BURSA			1
11317	Fung-chi Ho		HKG	Hong Kong			0
11318	Mei-Tzu Chien		TPE	Taipei			0
11319	Sou Wan Cheang		Macau	Macau			0
11320	Tsz-fai Lam		HKG	Hong Kong			0
11321	Man-ting Denise Wong		HKG	Hong Kong			0
11322	Ara Kim		KOR	Suwon-si			1
11323	Chih-Yi Lin		TPE	Taipei			0
11324	Adriana Aboitiz		PHI	Makati, Manila			-1
11325	kar hwai Easther  Chung		MAS	kuala lumpur			0
11326	Rusha Pradhan		NEP	Kathmandu			0
11327	Lu Chin Chang		TPE	Taipei			0
11328	Maria Nadine Gumafelix		PHI	Dasmarinas			-1
11329	Viktoriya Kazachonok		KAZ	Karaganda			-1
11330	Sohyun Yoon		KOR	Daegu			0
11331	Putri Perdana Ida		INA	Jakarta			0
11332	Cahaya Nur Qirynna		SGP	Singapore			0
11333	Ramlan Abdul Rahman		SGP	Singapore			0
11334	Kuo-Sheng Liao		TPE	Taipei			0
11335	Chieh Liang Ma		TPE	Taipei			0
11336	Arjun Irawan Julius		INA	Jakarta			1
11337	Pamumade Jasmico		INA	Jakarta			0
11338	Santosh Pandey		NEP	Kathmandu			-1
11339	Wongsathon Saelao		THA	Bangkok			0
11340	Angel Rossy Yohanes		INA	Jakarta			1
11341	Yi Fan		CHN	BeiJing			0
11342	Sadra Torkaman		IRI	Tehran			0
11343	Jia Shen NG		MAS	Kuala Lumpur			0
11344	wei ming derik NG		MAS	Kuala Lumpur			0
11345	Justin Yang Feng Can		SGP	Singapore			1
11346	Jiin Soon Wong		MAS	kuala lumpur			0
11347	muhammad emier daniel nor izwan		MAS	Kuala Lumpur			0
11348	Taeyeong Kim		KOR	Gyeongsangbuk-do			0
11349	Mohd idzham Zali		MAS	Kuala Lumpur			0
11350	Leonardo Go		PHI	Quezon City			1
11351	raja muhammad shaheir RAJA AHMAD SHAH		MAS	Kuala Lumpur			0
11352	Eldon Yeo Joon Siong		SGP	Singapore			1
11353	hafiy nazhan dedi syaripuddin		MAS	kuala lumpur			0
11354	Jun yin Lim		MAS	Kuala Lumpur			1
11355	ZiHan HUANG		CHN	Beijing			0
11356	Arundhati Prashant Jadhav		IND	New Delhi			0
11357	DESAK MADE RITA KUSUMA DEWI	21.0	INA	Jembrana			0
11358	Momoka MIYAJIMA		JPN	Ota-ku, Tokyo			0
11359	JingYu LI		CHN	Beijing			0
11360	Heeju Noh	17.0	KOR	Jeonggwan-eup 5 of Kijang-gun, Busan			0
11361	Eilin Tan		SGP	SINGAPORE			0
11362	Sujeong Oh		KOR	Gangseo-gu Airport Road 59gil 103			0
11363	ShuoNan YU		CHN	Beijing			0
11364	Narda Mutia Amanda	16.0	INA	Yogyakarta			-1
11365	Nalat Disyabut		THA	Bangkok			0
11366	Napat Disyabut		THA	Bangkok			0
11367	Fatemeh Pour bahri rah peyma		IRI	Tehran			-1
11368	Yun-Ya Huang		TPE	Taipei			0
11369	Koh Jeanette Francis		SGP	SINGAPORE			0
11370	Naomi Carol SCHROEDER		HKG	Hong Kong			-1
11371	Ling Shyen Shermyn Tan		SGP	SINGAPORE			0
11372	SUKMA LINTANG CAHYANI	17.0	INA	Yogyakarta			0
11373	Anisha Verma	17.0	IND	New Delhi			0
11374	Sohha Ninad Diwan Diwan		IND	New Delhi			0
11375	XiaoYu LI		CHN	Beijing			0
11376	LiRong Yan		CHN	Beijing			0
11377	Yejin Jung		KOR	Buk-gu, Gwangju			0
11378	HuiJu YANG		CHN	Beijing			0
11379	Nitchanan Phoosiri		THA	Bangkok			0
11380	Chen Zengyi Ashley Tan		SGP	SINGAPORE			0
11381	Ryo OMASA	19.0	JPN	Ehime			0
11382	YongChen CHEN		CHN	Beijing			0
11383	HaoChen LIU		CHN	Beijing			0
11384	Owen Parhorasan Siburian Michael		INA	Yogyakarta			1
11385	Iwan Putra I Putu	20.0	INA	Jembrana, Bali			1
11386	Natthachai MEKCHAI		THA	Bangkok			0
11387	YaHao LIU		CHN	Beijing			0
11388	SAI YUEN SEAN CHAW		MAS	petaling jaya			0
11389	ZHEN YUEN DARRIUS TAN		MAS	petaling jaya			0
11390	Satone YOSHIDA	17.0	JPN	Nara	168.0		0
11391	GuoQing NI		CHN	Beijing			0
11393	Jeonghoe Kim	18.0	KOR	26-4 Culture Street, Asan, Chungcheongnam-do			0
11394	Seyedreza Taghipour		IRI	Tehran			0
11395	JianGuo LONG		CHN	Beijing			0
11396	Rizky Samudra Dewantara Moch		INA	Yogyakarta			0
11397	Tzu-Yu Chou		TPE	Taipei			0
11398	JiaJie ZHANG		CHN	Beijing			0
11399	Cheng-Hsiu Tsai		TPE	Taipei			0
11400	Man-hei CHUNG		HKG	Hong Kong			0
11401	Rudrangsho Dey		IND	New Delhi			0
11402	Tsz-kiu LAU		HKG	Hong Kong			0
11403	Bhumsit MEKCHAI		THA	Bangkok			0
11404	Naufal Firgian Muhamad		INA	Yogyakarta			0
11405	JiaHao FU		CHN	Beijing			0
11406	Seto Seto	21.0	INA	Yogyakarta			0
11407	Katibin Kiromal	21.0	INA	Batang	165.0		0
11408	RuiHong YAN		CHN	Beijing			0
11409	Liang ZHANG		CHN	Beijing			0
11410	Firdan Ardhika Muhammad		INA	Yogyakarta			0
11411	YeBin LUO		CHN	Beijing			0
11412	Daniil Butenin		KAZ	Almaty			1
11413	Goh Jun Yong		SGP	SINGAPORE			1
11414	Long CAO		CHN	Beijing			1
11415	RAHMAD ADI MULYONO	21.0	INA	Surabaya			0
11416	Cheng-Yueh Hsiao		TPE	Taipei			0
11417	Levin Tiu		SGP	SINGAPORE			1
11418	Ajina Carampel		PHI	Quezon City			0
11419	Ho-chun WONG		HKG	Hong Kong			0
11420	Ignacia Mellado Quinteros	19.0	CHI	Santiago	160.0		-1
11421	Lauren Berry		USA	Sacramento			-1
11422	Josefina Mesa Barrientos		CHI	Santiago			-1
11423	Gabriela Andrea Sandoval Sepúlveda		CHI	Coquimbo			-1
11424	Noelia Venet Gallegos	27.0	PER	Lima			-1
11425	Milena Taboada		ECU	Riobamba			-1
11426	Sergio Nevarez		ECU	Riobamba			1
11427	Fernando Morales		GUA	Guatemala			1
11428	Jimmy Edison Huayanay		PER	Lima			1
11429	Mateo Pacheco		ECU	riobamba			1
11430	Jasson Meza		ECU	Riobamba			0
11431	Sophie Franoux		New Caledonia	Noumea			-1
11432	Ingrid Chantreux		New Caledonia	Noumea			-1
11433	Elise Poilve		New Caledonia	Noumea			-1
11434	Margaux Ritter		New Caledonia	Noumea			-1
11435	Lily Poircuitte		New Caledonia	Noumea			-1
11436	Laura Calvez		New Caledonia	PAITA			-1
11437	Nicolas  De  cambière		New Caledonia	Noumea			1
11438	Alexandre Kervadec		New Caledonia	Noumea			1
11439	Thomas Persan		New Caledonia	Noumea			1
11440	Maxime Picherit		New Caledonia	Noumea			1
11441	Vincent  Rouselle		New Caledonia	Noumea			1
11442	Jonatan  Lebrat		New Caledonia	Noumea			0
11443	Sophea Phan		CAM	Siem Reap			0
11444	Yanfai Huy		CAM	Siem Reap			0
11445	Seyha Sor		CAM	Phnom Penh			0
11446	Ming-yan CHOW		HKG	Hong Kong			0
11447	Gabrielle Jeanette LUI		HKG	Hong Kong			-1
11448	Alex Ho Jia Yue		SGP	SINGAPORE			1
11449	Tsz-hing LEUNG		HKG	Hong Kong			0
11450	Mich Danielle Pinili		PHI	Dumaguete			0
11451	Salsabila Salsabila		INA	Jakarta			0
11452	Tommi Haapala		FIN	Helsinki			1
11453	Ionut-Cosmin Atomei		ROU	Piatra Neamt			0
11454	ODE RIFALDI RIDJAYA		INA	Yogyakarta			0
11455	Elena Veretennikova		BLR	Minsk			-1
11456	Ashley Fisher	19.0	USA	Boulder, Colorado			-1
11457	Dzmitry Nikanorau	24.0	BLR	Mar'ina Gorka	178.0		1
11458	Jules Kluwer	20.0	NED	Amersfoort			1
11459	Anna Davey		AUS	Hammond Park			-1
11460	JinBao LONG		CHN	beijing			0
11461	Shuo Xu		CHN	Beijing			0
11462	Oriane Bertone	17.0	FRA	LES AVIRONS	164.0		-1
11463	Eva Puhar	17.0	SLO	Tržič			-1
11464	Aleksandra Totkova	17.0	BUL	Plovdiv	162.0		-1
11465	Louna Deshayes	17.0	FRA	MONTELIER			0
11466	Alessia Mabboni	17.0	ITA	Arco	152.0		-1
11467	Marilu Sommer	17.0	SUI	Chur			-1
11468	Erin Mcneice	18.0	GBR	Rodmersham	160.0		-1
11469	Gal·la Pérez Petanas	16.0	ESP	Lliça d'Amunt			0
11470	Charlotte Weynants		BEL	Arlon			-1
11471	Haizea Oses Sáiz	17.0	ESP	Arrasate			0
11472	Beatriz Anacleto		POR	Alverca			-1
11473	Madalena Casanova		POR	Lx			-1
11474	M.ª Francisca Gaspar	17.0	POR	Paião			0
11475	Francisca Gonçalves		POR	Paião			-1
11476	Beatriz Pimentel	17.0	POR	Soure			-1
11477	Filipa Silva		POR	Paião			-1
11478	Laura Tizon		FRA	ETANG SALE LES HAUTS			-1
11479	Regine Storå	20.0	NOR	Bodö			-1
11480	Thea Cameron	21.0	GBR	Billington			-1
11481	Johannes Egger	19.0	ITA	Bruneck	179.0	188.0	1
11482	Liam Tricoire		FRA	ST ALBAN SUR LIMAGNOLE			1
11483	Aitor Martínez Adrados		ESP	Alcalá de Henares			1
11484	Sindre Aarø Mauland		NOR	Bergen			1
11485	Afonso Mendes	19.0	POR	Lx			1
11486	João Pedro Almeida	18.0	POR	Maia			1
11487	Lars Matre	18.0	NOR	Stavanger			1
11488	Pedro Moita	18.0	POR	Lisboa			1
11489	Amaury Cabezas	18.0	FRA	PERTHES	168.0	175.0	1
11490	Toby Roberts	17.0	GBR	Surrey	177.0		1
11491	Louis Fechoz		FRA	LES BELLEVILLE			1
11492	Joanes Esparta Frade		ESP	BILBAO			0
11493	Hugo Cosano García	18.0	ESP	Plasencia			1
11494	Alessandro Mele	16.0	ITA	AVIGLIANA (TORINO)	167.0	171.0	1
11495	Matteo Marobin		FRA	ARREAU			1
11496	Jaka Jaki	17.0	SLO	Brezovica pri Ljubljani			1
11497	Maksym Vnukov	16.0	UKR	Kharkiv			1
11498	Aimar Uson Pobes	17.0	ESP	Ibarra			1
11499	Agostino Bearzi	17.0	ITA	Carcare			1
11500	Slav Kirov	16.0	BUL	Bistritsa			0
11501	Yan Jakob	17.0	SUI	Belpberg			1
11502	Jack Macdougall	16.0	GBR	Sheffield	178.0		1
11503	Anselmo Bazzani	17.0	ITA	Montefiorino			1
11504	Davide Zane	16.0	ITA	Arco			1
11505	Jitse Remes	17.0	BEL	Hoboken			0
11506	Nathan Rousselle	17.0	BEL	Guelff			1
11507	David Zuquete	17.0	POR	Lx			1
11508	Gustavo Cunha	17.0	POR	Tondela			1
11509	Trym Skuggen Landmark	16.0	NOR	Oslo			0
11510	Alexandre Lopes	18.0	POR	Maia			1
11511	Vasco Avelar	16.0	POR	Torres Vedras			1
11512	Miguel Pedrosa		POR	Paião			1
11513	Simone Mabboni	20.0	ITA	Arco			-1
11514	Diogo Pires		POR	Guarda			1
11515	Paul Cheval		FRA	pibrac			1
11516	Raoul Waltenspühl	28.0	SUI	Niederlenz			1
11517	Grace Crowley	18.0	AUS	Brunswick East			-1
11518	Frederik Viberg Christiansen	20.0	DEN	Nykøbing Sjælland			1
11519	Yasmin Herrera		GUA				-1
11520	Keit Nurga		EST				-1
11521	Lurdes Gadala-Maria		GUA				-1
11522	Markus Muinonen		FIN				1
11523	Shifra Ben Avraham		ISR	Tel Aviv			-1
11524	Aya SUGAWARA		JPN				-1
11525	Elias Arriagada Krüger	21.0	GER	Berlin	169.0		1
11526	Rachelle De Charmoy	34.0	RSA	Cape Town			-1
11527	Soya SHIMADA		JPN				0
11528	Sarunas Oberauskas		LTU				0
11529	Vlad Cristian		ROU	Chiajna			1
11530	Vladislav Budnik	28.0	RUS	Saint-Petersburg			1
11531	David Zavacky		SVK	Stara Lubovna			1
11533	Victor SEBROS	26.0	GRE	Athens	180.0	190.0	1
11534	Theofanis-Ermis THEOCHAROPOULOS	21.0	GRE	AGNANTA	175.0	175.0	0
11535	Mathieu Ternant	26.0	FRA	TOURNON			1
11536	Mathias Seiler		SUI	Bünzen			1
11537	Igor Depoorter		BEL	Leuven			1
11538	Tomislav Šproh		CRO	Zagreb			1
11540	Candice Poullain		FRA	SAINT GILLES LES HAUTS			-1
11541	Adela Bajerova	18.0	CZE	Velke Mezirici			-1
11542	Lea Büsgen		GER	Frankfurt			-1
11543	Petra Čulić		CRO	Split			-1
11544	Eszter Evelin Forgács		HUN	Tác			-1
11545	Lena SCHRITTWIESER	16.0	AUT	Krieglach			-1
11546	Sara Copar	16.0	SLO	Lasko	168.0		-1
11547	Hana Humerca	17.0	SLO	Radovljica			-1
11548	Marie Schöpfer	16.0	AUT	Ampass			-1
11549	Daria Nawoj	17.0	POL	Leg Tarnowski			-1
11550	Martina Dusankova	16.0	CZE	Lanskroun			-1
11551	Gwen Morgan	17.0	GBR	Cardiff			-1
11552	Anja Santini Mikulić	17.0	CRO	Karlovac			-1
11553	Emilia Merz	16.0	GER	Köln			-1
11554	Karolina Gendova	16.0	CZE	Ostravice			-1
11555	Magdalena Kompein	16.0	AUT	OeaV Feldkirch			-1
11556	Lana Bakić	16.0	CRO	Zagreb			-1
11557	Milica Marjanovic	17.0	SRB	Belgrade			-1
11558	Ella Kerry	17.0	HUN	Tököl			-1
11559	Giulia Di Tommaso		ITA	L'Aquila			-1
11560	Anna Ludmila Hrbacova		CZE	Brno			-1
11561	Hannah Kerr	17.0	GBR	Whitburn			-1
11562	Dorota Bulandova		SVK	Považská Bystrica			-1
11563	Anna Bakurecz		HUN	Budapest			-1
11564	Ite Lemière		BEL	Mortsel			0
11565	Sofia Durkova	16.0	SVK	Marianka 90033			-1
11566	Marjolein Vanstraelen		BEL	Hasselt			-1
11567	Noe Nina Pergamentzev		ISR	Qiryat ono			-1
11568	Katerina Macharackova		CZE	Zlín			-1
11569	Tim Würthner	19.0	GER	Höchberg			1
11570	Máté András Viszlai		HUN	Budapest			0
11571	Adam Adamovsky	16.0	CZE	Havířov			1
11572	Illia Bakhmet-Smolenskyi	17.0	UKR	Khakiv			0
11573	Tim Korosec	16.0	SLO	Skofja Loka			1
11574	Robin Kirchmair	18.0	AUT	Igls			1
11575	Florian Schweiger	16.0	GER	Ingolstadt			1
11576	Luca Boldrini	16.0	ITA	Ferrara			1
11577	Zak Brown		GBR	Northampton			1
11578	Alfie Duckworth		GBR	Deeside			0
11579	Mikuláš Petrik		CZE	Praha			1
11580	Julian Wimmer	16.0	AUT	St.Johann in Tirol			1
11581	Konstanty Sobanski	17.0	POL	Nieporet			1
11582	Piotr Niznik	16.0	POL	Belchatow			1
11583	Bence Fuksz	17.0	HUN	Százhalombatta			1
11584	Jindrich Houstek		CZE	Nove Mesto nad Metuji			0
11585	Luka Jerman	16.0	SLO	Radomlje	180.0	186.0	1
11586	Ondrej Mazl	17.0	CZE	Vrchlabi			1
11587	David Runggatscher	17.0	AUT	Absam	170.0	178.0	1
11588	Maciej Janusz		POL	Katowice			1
11589	Emil Teufel		AUT	Waidhofen/Ybbs			1
11590	Martin Šmilňák	16.0	SVK	Košice			1
11591	Andrej Buzasi	16.0	SVK	Bratislava			1
11592	Havijer Lesnik		SLO	Nova Gorica			0
11593	Alina Shchyharieva	19.0	UKR	Nikopol			-1
11594	Manon Lebon	17.0	FRA	LE TAMPON			-1
11595	Daria Tkachova	17.0	UKR	Dnipro			-1
11596	Oksana Burova	18.0	UKR	Nikopol			-1
11597	Nuria Brockfeld	18.0	GER	Cologne			-1
11598	Sofia Bellesini	16.0	ITA	Illasi			-1
11599	Sabina Skoupa	16.0	CZE	Brno			-1
11600	Polina Kolomoiets		UKR	Nikopol			-1
11601	Andrea Biassoni	19.0	ITA	Milano	178.0		-1
11602	Sebastian Lucke	19.0	GER	Wuppertal	180.0		1
11603	Linus Bader	19.0	GER	Burgrieden-Rot	181.0		1
11604	Tomy Papin	19.0	FRA	Nouméa			0
11605	Dmytro Iliukhi	18.0	UKR	Nikopol			1
11606	Igor Khamaev		RUS	Miass			1
11607	Marco Rontini	17.0	ITA	Faenza			1
11608	Francesco Govoni	17.0	ITA	Modena	176.0	180.0	1
11609	Teo Payet	17.0	FRA	SAINT-LEU			1
11610	Alessandro Giorgianni	17.0	ITA	catania			1
11611	Daniele Balestrazzi	16.0	ITA	Modena			-1
11612	Elliot CAILLET		FRA	NOUMEA			1
11613	Julian Radecker		GER	Dresden			1
11614	Bianca Magalhaes de Castro	33.0	BRA	Rio de Janeiro - RJ	164.0		-1
11615	Simón Padin		ARG				0
11616	Jennifer Marie De la torre		MEX	Glandele, CA			-1
11617	Ilia Chugoshvili		GEO				1
11618	Soso Gabuldani		GEO				1
11619	Ganesh Bhujel		IND				1
11620	Luce Douady		FRA	Rhone Alpes Kletterteam			-1
11621	Naïlé Meignan	18.0	FRA	st alban  leysse	164.0		0
11622	Justin Boukandja Bathol	18.0	FRA	HOSTUN	181.0		1
11623	Lola Sautier		FRA	st hilaire d'ozilhan			-1
11624	Daria Nesterenko	19.0	UKR	Kharkiv			-1
11625	Alma Markman		ISR	Herzlia			-1
11626	Valeriia Hritskova		UKR	Dnipro			0
11627	Zorka Somorjai	16.0	HUN	Budapest			-1
11628	Anastasiia Skidan	17.0	UKR	Dnepro			-1
11629	Viktiriia Nikitina		UKR	Украинка			0
11630	Myrto ARGYRIOU	16.0	GRE	Athens	161.0	161.0	-1
11631	Olga EXAKOIDI		GRE	Athens			-1
11632	Zoi PALTATSIDOU	17.0	GRE	XANTHI			-1
11633	Ishay Halfon	19.0	ISR	Ramat Hashsaron			1
11634	Ludvig Hult	19.0	SWE	Stockholm			1
11635	David Vantoia		ROU	Vulcani			1
11636	Ioannis-Filippos NOEL-BAKER	19.0	GRE	Athens	182.0	187.0	0
11637	Sevar Georgiev		BUL	Sofia			0
11638	Shaked Mandler	17.0	ISR	Nir Zvi			0
11639	Bohdan Bulakh		UKR	Dnipro			1
11640	Elliot Eriksson	17.0	SWE	Nacka			1
11641	Nadav Larom	16.0	ISR	Tel Aviv			1
11642	Dimitrios KALLIKAS		GRE	Athens			1
11643	Ivan Hinak	17.0	BLR	Minsk			1
11644	Preslav Georgiev	16.0	BUL	Sofia			0
11645	Dragos Gabriel Flueraru	16.0	ROU	Visan			0
11646	Daniel Denis Andrei	18.0	ROU	Vulcan			1
11647	Filippos LAVRENTAKIS-RIGAKIS	16.0	GRE	Athens	169.0	170.0	1
11648	Vasileios GLIATIS		GRE	Athens			1
11650	Sofia Alejandra Herrera Vega Centeno	26.0	PER	Lima			-1
11651	Franz Josef Weber	32.0	MEX	Ciudad de México			1
11652	Franklin Cardenas Vicente		PER	Lima			1
11653	Agathe Calliet	18.0	FRA	Grenoble	158.0		-1
11654	Juliette Meunier		BEL	Arlon			-1
11655	Kristine Rjabova	19.0	LAT	Riga			-1
11656	Ariane Franken		GER	Feldkirch			-1
11657	Annika Stöckl	16.0	AUT	Wals	158.0		-1
11658	Sabina van Essen	16.0	NED	Arnhem	160.0		-1
11659	Bar Snir	16.0	ISR	Even Yehuda			0
11660	Francesca Walther	17.0	SUI	Belpberg			-1
11661	Hana Sikulova	17.0	CZE	Prostejov			-1
11662	Anouk Sennrich		SUI	Chur			-1
11663	Lena Schenkel	17.0	SUI	Thonex			-1
11664	Jeanne Kreusch	16.0	BEL	Ottignies			-1
11665	Maya Shemen	17.0	ISR	Yehud			-1
11666	Gladys De Vocht	16.0	BEL	Bruxelles			-1
11667	Lucas Dufros		FRA	BERNAY			1
11668	Frederik Schmelzer		GER	Marburg			1
11669	Nils Siegel	19.0	GER	Saarbrücken			1
11670	Samuel Duron		BEL	Oosterzele			1
11671	Gabriel Olivares Quintanilla		BEL	Rixensart			1
11672	Nico Fricker		SUI	Flerden			1
11673	Till von Bothmer	17.0	GER	Bobenheim-Roxheim			1
11674	Lukas Sager	16.0	AUT	Leopoldsdorf			1
11675	Mejdi Schalck	17.0	FRA	CHAMBERY	172.0		0
11676	Victor Guillermin	16.0	FRA	Le Havre			1
11677	Sam Poullain	16.0	FRA	SAINT GILLES LES BAINS			1
11678	Levin Socher	17.0	SUI	Zeihen	170.0	175.0	1
11679	Thomas Kroa	17.0	CZE	Prah 5 - Jinonice			1
11680	Felix Wengert	17.0	SUI	Wabern			1
11681	Maro Hilgert		BEL	Borgerhout			-1
11682	Mauro Thommen	16.0	SUI	Nänikon			1
11683	Adi Bark	16.0	ISR	Shimshit			1
11684	Liza Novak	17.0	SLO	Radeče	156.0	170.0	-1
11685	Ema Kordež	16.0	SLO	Ravne na Koroskem			-1
11686	Emma Tabernig	17.0	AUT	Nüziders			-1
11687	Marie Corbille		FRA	NANTES			-1
11688	Amelie Simon		FRA	CHAMBERY			-1
11689	Elise Mannerstråle	17.0	SWE	Bromma			-1
11690	Giulia Bernardini	16.0	ITA	Catania			-1
11691	Ysaline Daele		BEL	Bruxelles			-1
11692	Clotilde Pfister		FRA	LUDRES			-1
11693	Tanguy Merard	18.0	FRA	GENERAC			1
11694	Matthias Verbert		BEL	Wijnegem			1
11695	Loris Veneault		FRA	TOURS			1
11696	Swann Sarron		FRA	BRIANCON			1
11697	Jonathan Pallhuber	16.0	ITA	Bolzano			1
11698	Louis Bridevaux		SUI	Genève			1
11699	Dennis Yakubenko	17.0	SWE	Tullinge			1
11700	Nadav Bracha		ISR	Herzlia			1
11701	Erik Noya Cardona	28.0	ESP	Madrid			1
11702	Deepu Mallesh		IND				0
11703	Akmal Jumaniyazov		UZB	Chirchik			1
11704	Jayati Gadamshetty		IND	New Delhi			-1
11705	Jannik Weiser		GER	Freising			1
11706	Nils Huber		GER	Eching			1
11707	Jonas Fertig		GER	Stephanskirchen			1
11708	Felix Flieger		GER	Püchersreuth			1
11709	Ekrem Kaplan		GER	München			1
11710	Alex Gärtner		GER	Waldershof			1
11711	Luca Jung		GER	Cleebronn			1
11712	David Dongus		GER	Herrenberg			1
11713	Jannes Marx		GER	Stuttgart			1
11714	Nils Sandeck		GER	Freiburg			1
11715	Thomas Nibler		GER	München			1
11716	Nils Brandenburger		GER	Solingen			1
11717	Philipp Göthert	20.0	GER	Essen	182.0		1
11718	Niklas Mende		GER	Netphen			1
11719	Florentin Strauch		GER	Troisdorf			1
11720	Samuel Frank		GER	Hemmingen			1
11721	Jost Henkel		GER	Hannover			1
11722	Noah Jäkel		GER	Limburgerhof			1
11723	Jacob Glaser		GER	Zweibrücken			1
11724	Jannik Kindermann		GER	Chemnitz			1
11725	Ferdinand Heinrich		GER	Dresden			1
11726	Elias Schmitt		GER	Namborn			1
11727	Finn Schirra		GER	Marpingen			1
11728	Luis Fuchs		GER	Berlin			1
11729	Iaroslav PASHKOV	19.0	RUS	Ekaterinburg			0
11730	Alicja Nowak	16.0	POL	Tarnow			-1
11731	Natalia Fajfer		POL	Brzeszcze			-1
11732	Martyna Szymanska		POL	Brzeszcze			-1
11733	Olimpia Markisch	16.0	POL	Zabrze			-1
11734	Agata Lesiewicz	20.0	POL	Lublin			-1
11735	Jan Tkaczyk	18.0	POL	Lublin			1
11736	Szymon Zmuda		POL	Lublin			1
11737	Marius Payet Gaboriaud	16.0	FRA	PITON SAINT LEU			1
11738	Denys Mozolevych	17.0	UKR	Odesa			1
11739	Grzegorz Lyko		POL	Krakow			1
11740	Sandra Hopfensitz	19.0	GER	Freienried	165.0		-1
11741	Sofia Reztsova		RUS	Moscow			-1
11742	Eva KOROSTELEVA	16.0	RUS	Saint-Petersburg			-1
11743	Olesia Lenartovich		RUS	Saint-Petersburg			-1
11744	Adriana Beverly Lledó Gómez		ESP	El Campello			-1
11745	Eni Malenica		CRO	Split			0
11746	Mia Glück	19.0	AUT	Wien			-1
11747	Hannah Seibl		AUT	St. Johann i. T.			-1
11748	Christina Kautzner		GER	Gilching			-1
11749	Robin CASEY	19.0	IRL	Todmorden			1
11750	Ludovica Merendi	19.0	ITA	Forlì	153.0		-1
11751	Yael Lipowezki		ISR	Herzlia			-1
11752	Anastasiia Tarnovetska	18.0	UKR	Chernivci			-1
11753	Ekaterina ZAVIALOVA	16.0	RUS	Krasnoyarsk	172.0		-1
11754	Ronja Funk	17.0	GER	Aalen			-1
11755	Valeriia Veretenina		RUS	Angarsk			0
11756	Maria Nedelcheva		BUL	Sofia			-1
11757	Barbora Cemanova		SVK	Kosice			-1
11758	Signe Ingvarda Øye		NOR	Gjövik			-1
11759	Vladislav SHUNEVICH	17.0	RUS	Saint-Petersburg	185.0		1
11760	Jonas Biack	17.0	AUT	Wien			1
11761	Stepan Popovich		RUS	Moscow			1
11762	Mikhail Arkhipov		RUS	Saint-Petersburg			1
11763	Ivan Arkhipov		RUS	Saint-Petersburg			1
11764	Alexander Urbanskiy		RUS	Moscow			1
11765	Paolo Sterni	19.0	ITA	Trieste			1
11766	Samuel Stefanik	18.0	SVK	Povazska Bystrica	170.0	179.0	1
11767	Mor Ofer		ISR	Herzlia			1
11768	Lior Avni		ISR	Herzlia			1
11769	Georgii Kedrov	16.0	RUS	Saint-Petersburg			1
11770	Mattia Costantino		ITA	San secondo di Pinerolo			1
11771	Nimrod Lavee	17.0	ISR	Quiryat Ono			1
11772	Matvey Sidelnikov	18.0	RUS	Moscow			0
11773	Silas Matzer	17.0	SUI	Thal	171.0	174.0	1
11774	Óscar Montón García		ESP	c/ Barberà, nº 73, 2º 2ª			1
11775	Jonathan Tsaba		ISR	Herzlia			1
11776	Matan Sat		ISR	Herzlia			1
11777	Inbar Doron Sela	17.0	ISR	Jerusalem			-1
11778	Jessica Fecanin		SVK	Bratislava			-1
11779	Phoebe Kenderdine		NZL	Wellington			-1
11780	Ella Easton	18.0	AUS	Marrickville			-1
11781	Ritika Rawat		IND	Delhi			0
11782	Emilie Tirado		ECU	Riobamba			-1
11783	Ryu NAKAGAWA	18.0	JPN	Osaka	171.0		1
11784	Hana KOIKE	16.0	JPN	Saitama			-1
11785	Campbell Sarinopoulos	18.0	USA	Louisville			1
11786	Sana OGURA		JPN	Nara			-1
11787	Ellisa Andres		AUS	Bungendore			0
11788	Anine Hjort Alstrup	17.0	DEN	Farsø			-1
11789	Marina KUSHANINA	17.0	RUS	Chelyabinsk			-1
