id	name	age	country	hometown	height	arm_span
10330	Romy Packard Hill		AUS	Canberra		
10331	Emily Fraser		NZL	Christchurch		
10333	Kelly Birch		USA	Scottsdale		
10334	Nicole Farrell		AUS	Camden South		
10335	Sarah Alice Davis		AUS	Bangholme,  Melbourne		
10337	Rowan Hines		NZL	Christchurch		
10338	Sophie King		AUS	Mascot   Sydney		
10339	Katie Pegg		USA	Boulder		
10340	Kayla Erickson		USA	Bellingham		
10342	Angelique Jasmin Kocsisek		AUS	Chatswood		
10343	Akane Yamagata		JPN	Syunan		
10344	Audrey Hsu		USA	Bothell		
10345	Brittany Claire Fletcher		AUS	Glenbrook		
10346	Campbell Taylor		NZL	Christchurch		
10347	Ataif Khan-Edmundson		NZL	Christchurch		
10348	Benjamin Aves		AUS	Manly Vale		
10349	Benn Van Balen		AUS	Newington		
10350	Andrew Nichols		AUS	Balgowlah Heights,  Sydney		
10351	Alexey Firsov		RUS	Nigniy Tagil		
10352	Samuel Spirio-Johnston		USA	Boulder		
10353	Colin Bauer		USA	The Woodlands		
10354	Scott Pritchard		AUS	Miranda   Sydney   NSW		
10355	Michael Urquhart		AUS	Erskine Park		
10356	Edo Paijmans		AUS	Canberra		
10357	Oliver Sykes		NZL	Auckland		
10358	Luc St Onge		CAN	Kamloops		
10359	Mitchell Cunninghame		AUS	Joyner		
10360	Ricardo Toledo		VEN	San Juan de Los Morros		
10361	Eric Givens		USA	Eugene		
10362	Alex Alderson		USA	Argyle		
10363	Jiten Beairsto		CAN	Vancouver		
10364	Cody Jones		USA	Mims		
10365	Jesús Benítez López		MEX	Tépic, Nayarit, México		
10366	Nicholas Wagland		AUS	Boambee,  Coffs Harbour		
10367	Mitchell Breheny		AUS	Dunbogan		
10368	Justin Ming		CAN	North Saanich		
10369	Mariam Ioseliani		GEO	Tbilisi		
10370	Rob Haigh		GBR	Huddersfield		
10371	Mirce Trajcevski		MKD	Bitola		
10372	Beka Naveriani		GEO			
10373	Melanie Mercier		CAN	Quebec		
10374	Katerine Martin		CAN	Gatineau		
10375	Sierra Carroll		USA	Colorado Springs		
10376	Tanya Karaman		CAN	Calgary		
10377	Rebecca Saag		USA	Owings Mills		
10378	Lena Ray		USA	Austin		
10379	Erin Bostic		USA	Contoocook		
10380	Tris Sampson		USA	Scottsdale		
10381	Hunter Schumaker		USA	Estes Park		
10382	Ilana Wernick		USA	Dallas		
10383	Cydney Arnold		CAN	Saskatoon		
10384	Carly Turner		CAN	Maple Ridge		
10385	Kristen Thompson		CAN	Maple Ridge		
10386	Jennifer Larouche		CAN	Quebec City		
10387	Leida Bonner		USA	Austin		
10388	Sarah Goldberger		USA	Newberry		
10389	Ashleigh Hawes		CAN	Galiano Island		
10390	Amelia Fischer-Linnett		USA	Seattle		
10391	Hannah Hilowitz		USA	Anchorage		
10392	Emma Chilton		USA	Suffern		
10393	Hannah Le		USA	Berkeley		
10394	Samantha Neeno		USA	Anchorage		
10395	Emily Pate		USA	Chicago		
10396	Emma Folchman-Wagner		USA	Northampton		
10397	Mallory Noe-Payne		USA	Richmond		
10398	Sammy Bell		CAN	Mission		
10399	Bret Johnston		USA	Seattle		
10400	Peter Grill		USA	Reston		
10401	Benoit Dubois		CAN	Québec		
10402	Louis Rainville		CAN	Gatineau		
10403	Jean-Francois Beaulieu		CAN	Quebec		
10404	Jonathan Audy		CAN	Gatineau		
10405	Eric Sanchez		USA	Livermore		
10406	Danny Aleksovski		USA	Austin		
10407	Hayden O'Connor		CAN	Calgary		
10408	Dylan Wyer		CAN	Golden		
10409	Jarred Plamondon		CAN	Maple Ridge		
10410	Andrew Kim		USA	Livingston		
10411	Carter Wise		USA	Austin		
10412	Felix Bourassa-Moreau		CAN	Montreal		
10413	William St Laurent		CAN	Ancienne-Lorette		
10414	Leo Robinovitch		CAN	West Vancouver		
10415	Jason Henry		CAN	Vancouver		
10416	Tristan Claude		CAN	Canmore		
10417	Jared Kesteven		CAN	Mission		
10418	Anthony D'Amico		USA	Eastchester		
10419	Liam Beaman		CAN	Victoria		
10420	Vernon Hofferd		CAN	Saanichton		
10421	Jordan Jamison		CAN	Quispamsis		
10422	Artem Biryukov		USA	San Ramon		
10423	Charles Kelly		USA	Fairfield, CT		
10424	Andrew Plagens		USA	Canton		
10425	Casey Walter Mangan		USA	Santa Cruz		
10426	Andrew Fink		CAN	Calgary		
10427	Ben Berkman		CAN	Nanaimo		
10428	Augy Cohn		USA	Wayland		
10429	Connor MacDonald		USA	Cold Spring		
10430	Dalan Faulkner		USA	Rowlett		
10431	Gareth Ryan		CAN	Toronto, ON		
10432	Jacob Unger		USA	Providence		
10433	Weston Ureda		USA	Agoura Hills		
10434	Mariia Khramaliuk		UKR	Kirovograd		
10435	Perizat Abdrakhman		KAZ	Shymkent		
10436	Marissa Stephens		USA	Indianapolis		
10437	Vera Jatcuk		KAZ	Shymkent		
10438	Xeniya Streltsova		KAZ	Karaganda		
10439	Sabina Khaibullina		KAZ	Almaty		
10440	Margarita Izmaylova		RUS	Ufa		
10441	Emily Searle		NZL	Christchurch		
10442	Valeriya Lozhnikova		UKR	Kharkov		
10443	Kristine McKay		CAN	Edmonton		
10444	Charlotte McConnochie		NZL	Nelson		
10445	Irmak Thompson		NZL	Mt Maunganui		
10446	Audrey Roane		CAN	Canmore		
10447	Grace Baker		USA	Seattle		
10448	Loesje Fletcher		AUS	Glenbrook		
10449	Sofia Iliopoulou		GRE	Athens		
10450	Linnea Russell		USA	Cambridge		
10451	Yuki Hirai		JPN	IBARAKI		
10452	Jennifer  T. F. Gabell		BRA	Curitiba		
10453	Maria de Campos M Menezes		BRA	Belo Horizonte, MG		
10454	Mariana Gomes  Aguilar		BRA	Belo Horizonte, MG		
10455	Zoe Johns		AUS	Cromer,  Sydney		
10456	Chelsea Mackaman-Lofland		USA	Bothell		
10457	Charlotte Hill		USA	Seattle		
10458	Maya Santangelo		AUS	Avalon,  NSW		
10459	Melissa Jane Andersen		AUS	Wamboin		
10460	Azamat Yesimkan		KAZ	Almaty		
10461	Nurbakyt Kuandykov		KAZ	Alamty		
10462	Louis Silve		FRA	Thones		
10463	Lucas Cano Martínez		ESP	Huesca		
10464	David Arjona Moreno		ESP	Alpicat		
10465	Roy Francis BEERS APOSTOLO		ESA	San Salvador		
10466	Robert Adams		AUS	Narraweena		
10467	Daylet Zhakanov		KAZ	Karaganda		
10468	Ruslan Perminov		UKR	Nikopol		
10469	David Bain		USA	Hamilton		
10470	Alex Enright		USA	Reading		
10471	Juan Estevez		ECU	Riobamba		
10472	Alexandr Kim		KAZ	Shymkent		
10473	Jaroslav Vystavel		CZE	Brodek u Prostejova		
10474	Thomas Anglim Lagones		AUS	Ngunnawal    ACT		
10475	Josiah Jacobson-Grocott		NZL	Wellington		
10476	Owain Fineron		NZL	Mt Maunganui		
10477	Odysseas Anestis		GRE	Livadeia		
10478	Dexter Bateman		CAN	Canmore		
10479	Sayan Iskakov		KAZ	Karaganda		
10480	Jon Beñat Agirre Miguelez		ESP	Vitoria-Gasteiz		
10481	Aidan Broadbent		AUS	Annandale		
10482	Jonas Leffeck	29	BRA	Campo Alegre, SC		
10483	Magnus Larsen Mikaelsen		NOR	Trondheim		
10484	Andrey Shunko		KAZ	Petropavlovsk		
10485	Pedro Martins Gomes		BRA	Rio de Janeiro, RJ		
10486	Jürgen Pauli de Castro		BRA	Belo Horizonte, MG		
10487	Ievgenii Kozak		UKR	Kirovograd		
10488	Hyuki Shinkawa		JPN	CHIBA		
10489	Dylan Barks		USA	Ann Arbor		
10490	Samuel Cortés		MEX	Huixquilucan, Edo México		
10491	Andreas Pauli  de Castro		BRA	Campo Alegre, SC		
10492	Samuel Peyr		AUS	South Hobart      TAS		
10493	Henrik Wefring		NOR	Naustdal		
10494	Hiram Hafid Del valle		MEX	Morelia, Michoacan		
10495	Takahiro Nakamura		JPN	OOYAMA		
10496	Celso Felipe Gemin  Franzoi		BRA	Curitiba, PR		
10497	Victor Guilherme G. Gomes		BRA	Campo Alegre, SC		
10498	Zhaina Myrzakhanova		KAZ	Karaganda		
10499	Mei-Ching Liao		TPE	TAIPEI		
10500	Lai-man, Joanna Lam		HKG	Hong Kong		
10501	Bin Latiff Muhd Hafiz		SGP	Singapore		
10502	Navid Soofizadeh		IRI	Tehran		
10503	Hamidreza Ghanimati		IRI	Tehran		
10504	Reza Pakdelmoghaddam		IRI	Tehran		
10505	Chung-Hsin HUANG		TPE	TAIPEI		
10506	Mohd Yusoff Muhd Ramdhan		SGP	Singapore		
10507	Marion Poitevin		FRA			
10508	Arno Villenave		FRA	ARGENTIERE		
10509	Virginie Vidonne		FRA			
10510	Ariane Staubli		SUI			
10511	Suolangjia Cuo		CHN			
10512	Eric Jamet		FRA			
10513	Bernhard Pascal		GER			
10514	Davide Spini		ITA			
10515	Josef Pfnur		GER			
10516	Ola Olsson		SWE			
10517	Rewin Verheij		NED			
10518	Bernhard Szabados		AUT			
10519	Raphael Aerts		BEL			
10520	Marc Vanlommel		BEL			
10521	Frank Leyssen		BEL			
10522	Vincent Lauffer		NED			
10523	Fabio De Melo Silva		BRA			
10524	Deyba Medina Chaponan		PER			
10525	Paulo Henrique  Arges Cursage		BRA			
10526	Thomas Oriol		FRA	ROMANS/ISERE		
10527	Mathieu Dupouy		FRA	MARSEILLE		
10528	Christophe Thibon		FRA	MARSEILLE		
10529	Faith Sullivan		USA	Hamilton		
10530	Tayla Atkin		NZL	Rotorua		
10531	Camila Rosero		ECU	riobamba		
10532	Alex Jones		NZL	Rotorua		
10533	Ruya Gokce		TUR	IZMIR		
10534	Rose Gallo		CAN	North Vancouver		
10535	Tania Rugel		ECU	Riobamba		
10536	Elyssa Czajkowski		USA	West Point		
10537	Arianne Forbes		CAN	Edmonton		
10538	Danielle Plamondon		CAN	Maple Ridge		
10539	Liisa Oeullet		CAN	Calgary		
10540	Hoashi Numata		JPN	IBARAKI		
10541	Callie Walter		USA	Dallas		
10542	Miharu Saotome		JPN	TOCHIGI		
10543	Brenda Ligia  Schelbauer		BRA	Joinville, SC		
10544	Alexandr Karklinaitis		KAZ	Karaganda		
10545	Petr Klima		CZE	Policka		
10546	Mert Cem Atak		TUR	ANKARA		
10547	Kyle Francis		USA	Dallas		
10549	Mateusz Mucha		POL	Tarnow		
10550	Roman Smirnov		KAZ	Karaganda		
10551	Matthew Tsang		AUS	Wahroonga,  NSW		
10552	Cristian Lopez		ECU	riobamba		
10553	Josh Evans		NZL	Auckland		
10554	Adam Steens		NZL	Tauranga		
10555	Ben Haley		CAN	Calgary		
10556	Zach Larson		USA	Rochdale		
10557	Pedro Corral		ECU	Cuenca		
10558	Art Ho-Bayly		AUS	Croydon Park,  Sydney		
10559	Ivan Vucic		CRO	Split		
10560	Parker Smith		CAN	Calgary		
10561	Turcinavicius Kostas		LTU	Vilnius		
10562	Dogukan Kisili		TUR	IZMIR		
10563	Aleksander Raczynski		POL	Lodz		
10564	Filipe Fernandes Ferreira		BRA	São Paulo SP		
10565	Luke Jamieson		AUS	Carlton    NSW		
10566	Igor Ferreira Foscolo		BRA	Belo Horizonte - Minas Gerais		
10567	Rafael Takahace Rodrigues		BRA	São Paulo, SP		
10568	Michael Hopkins		GBR	Liverpool		
10569	Louis Godsell		AUS	Geelong		
10570	Roman Saburov		KAZ	Karaganda		
10571	Arthur Rates de Alvarenga		BRA	Belo Horizonte, MG		
10572	Dmitrii Taldykin		RUS	Voronezh		
10573	Bruno Bitarelo Milani		BRA	Bento Gonçalves, RS		
10574	Vojtech Licko		CZE	Lipnik nad Becvou		
10575	Gustavo Rodrigues Hachul		BRA	São José do Rio Preto, SP		
10576	Mia Johansson		SWE	Eskilstuna		
10577	Edvinas Šmigelskis		LTU	Graz, Austria		
10578	Iuliia Shiriaeva		KGZ	Bishkek		
10579	Cao Chuan		CHN	Beijing		
10580	Sajadeh  Soltaninejad		IRI	Tehran		
10581	Aleksandr Aksionov		KGZ	Lebedinovka village		
10582	Udomsit Sukkho		THA	Bangkok		
10583	Atthk Tejakunbundit		THA	Bangkok		
10584	Yoann Arpin		CAN	Quebec City		
10585	Ingrid Gauster		AUT	Vienna		
10586	Christodoula Evagorou		CYP	Nicosia		
10587	Skevi Tofaridou		CYP	nicosia		
10588	Kostantina Nikolaou		CYP	Larnaca		
10589	Emmeleia Hadjigeorgiou		CYP	Nicosia		
10590	Maria Peppeli		CYP	nicosia		
10591	Robert Streicher		CYP	nicosia		
10593	Theodoros Stokkos		CYP	nicosia		
10594	Peter Turcer		CYP	nicosia		
10595	Nicos Pafitis		CYP	nicosia		
10596	Clara Meusburger		AUT	Dornbirn		
10597	Lena Worsch		AUT	Nüziders		
10598	Annick Gebert		SUI	Uster		
10599	Ladina Oechslin		SUI	Chur		
10600	Fabienne Saxer		SUI	Klosters		
10601	Rahel Steiner		SUI	Buttikon		
10602	Olivia Vetsch		SUI	Schiers		
10603	Nicolas Bonmassar		AUT	K1-Kletterverein		
10604	Michael Kappaurer		AUT	Bezau		
10605	Felix Kasper		AUT	Bludenz		
10606	Sebastian Schweizer		SUI	Steckborn		
10607	Kevin Holdener		SUI	Hinwil		
10608	Ramun Bär		SUI	Chur		
10609	Nico Eberle		SUI	Balzers		
10610	Sebastian Rohde		AUT	K1-Kletterverein		
10611	Dominik Hemmi		SUI	Azmoos		
10612	Fabio Lazzarotto		SUI	Grüningen		
10613	Philipp Merkl		SUI	St. Gallen		
10614	Jodok Peterer		SUI	Stein		
10615	Florian Bösch		AUT	K1-Kletterverein		
10616	Paul Kerschbaumer		AUT	K1-Kletterverein		
10617	Jan Hermle		SUI	Castiel		
10618	Jan Cadosch		SUI	Zizers		
10619	Carolin Egger		GER	Stuttgart		
10620	Sonja Landolt		SUI	SAC Tödi		
10621	Janina Müller		GER	Neukirch		
10622	Verena Strieder		AUT	AV Bludenz		
10623	Hanna Kempf		AUT	AV Egg		
10624	Elena Jenny		AUT	AV Bludenz		
10625	Selina Kopatz		SUI	Bonaduz		
10626	Anja Gmeiner		AUT	AV Egg		
10627	Ladina Reutimann		SUI	Chur		
10628	Samuel Eberle		SUI	Triesenberg FL		
10629	Martin Ritter		AUT	Andelsbuch		
10630	Dominik Metzler		AUT	AV Egg		
10631	Franz Josef Köss		AUT	AV Egg		
10632	Janosch Tillich		SUI	Bonaduz		
10633	Johannes Kronthaler		SUI	Haldenstein		
10634	Fabio Hager		SUI	SAC Tödi		
10635	Gregor Weisofner		AUT	K1-Kletterverein		
10636	Maudila Tannia		INA	Jakarta		
10637	Zhanna Molchanova		KAZ	Karaganda		
10638	Araylim Bekenova		KAZ	Astana		
10639	Bin Bin Zhang		SGP	singapore		
10640	Namita  Tukaram Sawant		IND	New Delhi		
10641	Charita Venkatesh		IND	New Delhi		
10642	Vera Bogoliubova		KGZ	Bishkek		
10643	Alina Nokhrina		KAZ	Almaty		
10644	Tsz Ching, Ophelia Mok		HKG	Hong Kong		
10645	Anastasiia Shevtsova		KGZ	Bishkek		
10646	Li Ling Lee		SGP	SIN		
10647	Ke Li		CHN	Beijing		
10648	Parnia Rouholfada		IRI	Tehran		
10649	WEI lin Koh		SGP	sin		
10650	Felicia Teo Xin Yun		SGP	sin		
10651	Zaidey Siti Nurhazlin		SGP	sin		
10652	Chih-Yun Lai		TPE	taipei		
10653	Smera Jayadeva		IND	New Delhi		
10654	Raushan Kenzheakhmetova		KAZ	Astana		
10655	Samira Afzali kakh		IRI	Tehran		
10656	Setya Saptarina		INA	Jakarta		
10657	yidi Liu		CHN	Beijing		
10658	Emiri Takeshita		JPN	Chiba		
10659	Shi Hui Tan		SGP	sin		
10660	Yerassyl Murat		KAZ	Karaganda		
10661	Vladimir Arkhipov		KAZ	Astana		
10662	Khairul Muhd		SGP	SIN		
10663	Muhindro Singh Lamabam		IND	New Delhi		
10664	Islami Yusuf		INA	Jakarta		
10665	Bing Han Kwek		SGP	SIN		
10666	Chin Siang Ang		SGP	sin		
10667	Mohd Ismail Muhd Fitri		SGP	SIN		
10668	Iman Kamali		IRI	Tehran		
10669	Mohd Razib Muhammad Azeem		SGP	sin		
10670	Mohd Danial		SGP	SIN		
10671	Asthwit Chimkhai		THA	Bangkok		
10672	Ali Najafi		IRI	Tehran		
10673	Mohammadreza Bigdeli		IRI	Tehran		
10674	Sebastian Zai De Tam		HKG	Hong Kong		
10675	Mimar Singh Huiningshubam		IND	New Delhi		
10676	Wen-Chieh Wu		TPE	taipei		
10677	Xinhe Lam		SGP	sin		
10678	Devi Z Desky Zukfi		SGP	sin		
10679	Kenneth, Yang Jie Lim		SGP	singapore		
10680	Khin Yue Loh		SGP	SIN		
10681	Pichai Pathanawibul		THA	Bangkok		
10682	Alexandr Kuguyenko		KAZ	Almaty		
10683	Ko-Cheng Lin		TPE	taipei		
10684	Yao-Cheng Chan		TPE	taipei		
10685	Lim Junwei Keston		SGP	SIN		
10686	Mohammadhossein Dastranj		IRI	Tehran		
10687	Iman Ehsanifar		IRI	Tehran		
10688	Mohsen Asgharikhiaban		IRI	Tehran		
10689	Abdul Malek Muhd Faizeen		SGP	blk 2,balestier hill shopping ctr		
10690	Amom Pushpakanta Singh		IND	Manipur		
10691	Mohammed Hanzalah		SGP	sin		
10692	Mohammadhesam Bagheri		IRI	Tehran		
10693	Justin Tan Honng Tze		SGP	sin		
10694	Artur Osmolovskiy		KAZ	Almaty		
10695	Kazune FURUHATA		JPN	Saitama		
10696	Felix Tan Yi Herng		MAS	kl		
10697	yichen Cui		CHN	Beijing		
10698	Lee Lionel		SGP	sin		
10699	Gavin Yong		MAS	yishun		
10700	Vincent Chong		SGP	sin		
10701	Tay Zhe Yi Gregory		SGP	sin		
10702	Jun Wei Soh		SGP	SIN		
10703	Yusri IBNU HAIZUL		SGP	SIN		
10704	Seongjin Han		KOR	Jeju		
10705	Sigrit Bim		INA	Jakarta		
10706	Andrew Lim		SGP	singapore		
10707	Hyukjoo Lee		KOR	Hwasung city		
10708	Arailym Yerdaulet		KAZ	Shymkent		
10709	Gulinur Mukhtarova		KAZ	Shymkent		
10710	Bailey Dickinson		USA	alpharetta		
10711	Aigerim Yerdaulet		KAZ	Shymkent		
10712	Aiyana Grigsby		NZL	Rotorua		
10713	Caitlin Wu		CAN	Burnaby, BC		
10714	Iuliia Mukhomedzianova		UKR	Donetsk		
10715	Gillian Bester		RSA	Brits		
10716	Carmen Dana Naicker		RSA	Durban		
10717	Laurel Todd		USA	Estes Park		
10718	Judith Carroll		AUS	Warriewood		
10719	Eran Waldeck		RSA	Northriding		
10720	Sonia Jazmin Suarez Silva		MEX	Oaxaca		
10721	Lindsay Fletcher		AUS	Glenbrook		
10722	Jemima Matters		AUS	West Hobart		
10723	Alexandra Jean Williams		RSA	Kloof		
10724	Sedanur Koksal		TUR	SAMSUN		
10725	Tiffany Wells		RSA	Johannesburg		
10726	Luis M Diaz		VEN	San Juan de los morros		
10727	Adrian Fast		KGZ	Bishkek		
10728	Christoph Reidel		NZL	Nelson		
10729	Sam Fraser		NZL	Christchurch		
10730	Daniil Tavdishvili		KAZ	Almaty		
10731	Jacob Wilbur		USA	Sugar Hill		
10732	Matthew Hendsbee		CAN	Edmonton		
10733	Kaze McGee		NZL	Birkenhead		
10734	Navy Gale		CAN	Airdrie		
10735	Muhammet Taha Neiyi		TUR	KARAMAN		
10736	Addison Kim		USA	Little Elm		
10737	Will Roderick		USA	Berkeley		
10738	Daniel Krippner		NZL	Hamilton		
10739	Diego Hernández Iñiguez		MEX	Puebla		
10740	Santiago De la Parra Quintana		MEX	Valle de Bravo, Edo México		
10741	Kyle Brandon		AUS	Elanora		
10742	Jonathan Hare		RSA	Durban		
10743	Devin Murray		RSA	Hartbeespoort		
10744	Maximilian Martini		RSA	Cape Town		
10745	Jason Salt		RSA	Durban		
10746	Dylan Roy Williams		RSA	Kloof		
10747	Kohei Kageya		JPN	Yamaguchi		
10748	Nicholas Bradley		USA	Livermore		
10749	Francisco Gandara Hugues		MEX	México, DF		
10750	Orlando Arteaga		MEX	-		
10751	Byron Kyle Crofford		RSA	Pretoria		
10752	Tristan John Swart		RSA	Randburg		
10753	Justin Steyn		RSA	Hillcrest		
10754	Mykhailo Maslo		UKR	Kirovograd		
10755	Gregory Oudhof		RSA	Pretoria		
10756	Enrique Mejìa		MEX	-		
10757	Lisa Pfalzgraf		SUI	Feuerthalen		
10758	Belinda Künzli		SUI	Häggenschwil		
10759	Patrick Bärtschi		SUI	Wettswil		
10760	Bias Balmelli		SUI	Wilen bei Wil		
10761	Moris Frick		SUI	FL-Balzers		
10762	Belinda Künzi		SUI	Häggenschwil		
10763	Bettina Graf		AUT	AV Bludenz		
10764	Julian Fetz		AUT	AV Hinterwald		
10765	Solveig Korherr		SUI	Steisslingen		
10766	Lena Engstler		AUT	Nüziders		
10767	Stefanie Küenzli		SUI	Ebnat-Kappel		
10768	Ursina Baselgia		SUI	Felsberg		
10769	Jenny Müller		SUI	Gams		
10770	Jasmin Frangi		SUI	Sargans		
10771	Julia Gabriel		AUT	AV Bludenz		
10772	Nuria Langenkamp		SUI	Aarburg		
10773	Hannah Jäger		AUT	Andelsbuch		
10774	Jakob Nibler		GER	München		
10775	Kevin Köhler		SUI	Wila		
10776	Gian Gmünder		SUI	Waldkirch		
10777	Samuel Lanter		SUI	Amriswil		
10778	Maximilian Schnee		GER	Berg		
10779	Florian Rufener		SUI	Wittenbach		
10780	Ramun Tomaschett		SUI	Ilanz		
10781	Remo Schoop		SUI	Urnäsch		
10782	Vivian Künzi		SUI	Hägenschwil		
10783	Patrick Wezel		SUI	Flumserberg Bergheim		
10784	Etienne Braun		GER			
10785	Diego Hager		SUI	SAC Tödi		
10786	Gianna Caprez		SUI	Sagogn		
10787	Sina Keller		SUI	Davos Dorf		
10788	David Hunziker		SUI	Zürich		
10789	Nico Jäggli		SUI	Fideris		
10790	Uorsin Morf		SUI	Grüsch		
10791	Wen-Jen Shi		TPE	Taipei		
10792	Siu Kei Lau		HKG	HONG KONG		
10793	Zhazira Myrzakhanova		KAZ	Karaganda		
10795	Maryam Joudaki		IRI	Tehran		
10796	Nazanin Amirinejad		IRI	Tehran		
10797	Iris Lee Wee Teng		SGP	Singapore		
10798	yu Lin		CHN	beijing		
10799	Mahsa Alimardani		IRI	Tehran		
10800	Farnaz Davoudipour		IRI	Tehran		
10801	Shadi Kiyanimanesh		IRI	Tehran		
10802	Yuliya Kishkinova		KAZ	Shymkent		
10803	Mahsa Moharrami		IRI	Tehran		
10804	Shideh Heravi		IRI	Tehran		
10805	Yasmin Sarcheshmepour		IRI	Tehran		
10806	Yevgeniya Gorbunova		KAZ	Rudnyj		
10807	Fatemeh Etebari		IRI	Tehran		
10808	Shima AbbasiAzad		IRI	Tehran		
10809	Kobra ArmaghaniBehrouz		IRI	Tehran		
10810	Mahsa Khodadousti		IRI	Tehran		
10811	Elmira Qorbanzadeh		IRI	Tehran		
10812	Asma Shamsabadi		IRI	Tehran		
10813	Kimiya Negahdari		IRI	Tehran		
10814	Saleh Neghabi		IRI	tehran		
10815	SeyedMoin Razavinia		IRI	Tehran		
10816	Hamed Baqeri		IRI	Tehran		
10817	Seyedali Rashidabadi		IRI	Tehran		
10818	MohammadAli HajiKarimi		IRI	Tehran		
10819	Morteza Feizi		IRI	Tehran		
10820	Alisher Murat	24	KAZ	Karaganda		
10821	Amin Fathabadi		IRI	Tehran		
10822	Hamid AminMohammadLou		IRI	Tehran		
10823	Pourya Rasouli		IRI	Tehran		
10824	Pouyan Seyed Attaran		IRI	Tehran		
10825	Sujan Limbu		IND	Darjeeling, West Bengal		
10826	Hamed Jafari		IRI	Tehran		
10827	Farzin Ghajarie	28	IRI	Tehran		
10829	Mohammad Khorshidvand		IRI	Tehran		
10830	Mohammadjavad Ahmadi		IRI	Tehran		
10831	Hamed Akbari		IRI	Tehran		
10832	Ramin Farshbaf		IRI	Tehran		
10833	Pourya Bakhtyari		IRI	Tehran		
10834	MohammadHossein Abdolrahmani		IRI	Tehran		
10835	Daisuke Ichimiya		JPN	Oita		
10836	Saeed Hemmati		IRI	Tehran		
10837	Iman Edrisi	28	IRI	Shiraz	169	
10838	Elena Britova		RUS	Yekaterinburg		
10839	Megan Carr		USA	Carmel		
10840	Nony Karlina		INA	Jakarta		
10841	Katrina Louie		USA	Orinda		
10842	Nanda Dea Cahyaningtyas		INA	Jakarta		
10843	Novi Cahya Wardhani		INA	Jakarta		
10844	Annisa Syahfitri		INA	Jakarta		
10845	Moya McCarthy-Allen		NZL	Auckland		
10846	Sian Moffitt	24	NZL	Taupo		
10847	Caitlyn Sargeant		RSA	Johannesburg		
10848	Lim Xin Hui		SGP	Singapore		
10849	Ashley Norton		USA	Viera		
10850	Shana Su Qi Lee		SGP	Singapore		
10851	Redenna Chan Jing Si		SGP	Singapore		
10852	Corinne Baril		CAN	Montreal		
10853	Malina Laloli		NZL	Auckland		
10854	NUR ALVITA RAHMA	26	INA	Jakarta Selatan		
10855	Maya Oue		JPN	Hyogo		
10856	Zulaikha Siti Zulaikha		SGP	Singapore		
10857	Charle Prosser		CAN	Toronto		
10858	Tan Hui Shan		SGP	Singapore		
10859	Rizka Goh Xiang Ling		SGP	Singapore		
10860	Emma Ettinger		CAN	Canmore		
10861	Isabel Allana Bautista		PHI	Singapore		
10862	Nicole Hansen		USA	Baltimore		
10863	Choy Jian Ning		SGP	Singapore		
10864	Hanseul Kim		KOR	Gangwon		
10865	Zoe Lim Shu Mei		MAS	KL		
10866	Andri Rusdianto		INA	Jakarta		
10867	Herli Setiawan		INA	Jakarta		
10868	Ying-Chieh Wen		TPE	taipei		
10869	Daeng Syahadat Bin Kamarul Bahrin		MAS	PJ		
10870	Robert Brown		RSA	Johannesburg		
10871	Sebastian Armijo		COL	Bogota		
10872	Brandon Van Houten		RSA	Johannesburg		
10873	Dario  Hanning		RSA	Pretoria		
10874	Brandon Lieuw		USA	Potomac		
10875	Sean Miguel Tan Sotto		SGP	Singapore		
10876	Runlin Pang		CHN	Beijing		
10877	Hogi Kang		KOR	Ulsan		
10878	Ryan Tay Fang Yong		SGP	Singapore		
10879	Daniel Newth		NZL	Auckland		
10880	Finn Fairbairn		NZL	Wanaka		
10881	Kevin Aponte		VEN	San juan de los morros		
10882	Ryan Strickland		USA	Sugar Hill		
10883	Chang Bao Hui		SGP	Singapore		
10884	Chua Jia Xuan		SGP	Singapore		
10885	Azhar Wan Akbar		INA	Jakarta		
10886	Luis Castellanos		VEN	Naguanagua		
10887	Zac Fisher		AUS	Kaleen		
10888	M.Aznil  Rizki		INA	Jakarta		
10889	Vincent Tay Yan Chiang		SGP	Singapore		
10890	Matthew Lucas		CAN	Calgary		
10891	Brandon Goh Kheng Siang		SGP	Singapore		
10892	Mohd I Muhammad Khuzaifah		SGP	Singapore		
10893	Ian Branda		CAN	North Vancouver, BC		
10894	Tyrone Turnbull		AUS	Smithtown		
10895	Lim Kenneth Yong Jie		SGP	Singapore		
10896	Takato Tsumori		JPN	Yamaguchi		
10897	Jan Jospeh Suson		PHI	Cebu City		
10898	Ethan Mathewson		CAN	Calgary		
10899	Bryson Klein		AUS	Valley Heights		
10900	Robin Martyn Sherwood		RSA	Pretoria		
10901	Mo Fuze Justin		SGP	Singapore		
10902	Ryan Yeo Xu Hong		MAS	Simei		
10903	Tobias Bieri		SUI	Bischofszell		
10904	Marion Thomas		FRA	Lissieu		
10905	Rebekah Drummond		GBR	Brechin		
10906	Illya Pochekay		UKR	Dnepropetrovsk		
10907	Denis Poleshcuk		RUS	Tyumen		
10908	Anton Kozmin		RUS	Rostov-on-Don		
10909	Alvaeliz Ortega		VEN	Maracaibo		
10910	Daniela Vallejo		COL	Cali		
10911	Carolina Avellaneda		COL	Bogota		
10912	Maria Torrealba		VEN	San Juan de los Morros		
10913	Christian Medina		ECU	latacunga		
